Drug_A_Name,Drug_B_Name,Drug_A_Class,Drug_B_Class,DrugsCom_Severity,DrugsCom_Text,DrugBank_Severity,DrugBank_Text,Final_Severity,Risk_Score
Imidapril,Betaxolol,ACEI,Beta-Blocker,Error,Error: Could not find or click the 'Check Interactions' button with selector: #interaction_list > div > a,Minor,"DESCRIPTION

Betaxolol may increase the hypotensive activities of Imidapril.",TBD,0.0
Imidapril,Bisoprolol,ACEI,Beta-Blocker,Error,Error: Could not find or click the 'Check Interactions' button with selector: #interaction_list > div > a,Minor,"DESCRIPTION

Bisoprolol may increase the hypotensive activities of Imidapril.",TBD,0.0
Imidapril,Metoprolol,ACEI,Beta-Blocker,Error,Error: Could not find or click the 'Check Interactions' button with selector: #interaction_list > div > a,Minor,"DESCRIPTION

Metoprolol may increase the hypotensive activities of Imidapril.",TBD,0.0
Imidapril,Nebivolol,ACEI,Beta-Blocker,Error,Error: Could not find or click the 'Check Interactions' button with selector: #interaction_list > div > a,Minor,"DESCRIPTION

Nebivolol may increase the hypotensive activities of Imidapril.",TBD,0.0
Imidapril,Propranolol,ACEI,Beta-Blocker,Error,Error: Could not find or click the 'Check Interactions' button with selector: #interaction_list > div > a,Minor,"DESCRIPTION

Propranolol may increase the hypotensive activities of Imidapril.",TBD,0.0
Imidapril,Amlodipine,ACEI,CCB,Error,Error: Could not find or click the 'Check Interactions' button with selector: #interaction_list > div > a,Minor,"DESCRIPTION

Amlodipine may increase the hypotensive activities of Imidapril.",TBD,0.0
Imidapril,Felodipine,ACEI,CCB,Error,Error: Could not find or click the 'Check Interactions' button with selector: #interaction_list > div > a,Minor,"DESCRIPTION

Felodipine may increase the hypotensive activities of Imidapril.",TBD,0.0
Imidapril,Isradipine,ACEI,CCB,Error,Error: Could not find or click the 'Check Interactions' button with selector: #interaction_list > div > a,Minor,"DESCRIPTION

Isradipine may increase the hypotensive activities of Imidapril.",TBD,0.0
Imidapril,Lercanidipine,ACEI,CCB,Error,Error: Could not find or click the 'Check Interactions' button with selector: #interaction_list > div > a,Minor,"DESCRIPTION

Lercanidipine may increase the hypotensive activities of Imidapril.",TBD,0.0
Imidapril,Nifedipine,ACEI,CCB,Error,Error: Could not find or click the 'Check Interactions' button with selector: #interaction_list > div > a,Minor,"DESCRIPTION

The risk or severity of adverse effects can be increased when Nifedipine is combined with Imidapril.",TBD,0.0
Imidapril,Diltiazem,ACEI,CCB,Error,Error: Could not find or click the 'Check Interactions' button with selector: #interaction_list > div > a,Minor,"DESCRIPTION

Diltiazem may increase the hypotensive activities of Imidapril.",TBD,0.0
Imidapril,Verapamil,ACEI,CCB,Error,Error: Could not find or click the 'Check Interactions' button with selector: #interaction_list > div > a,Minor,"DESCRIPTION

The risk or severity of adverse effects can be increased when Verapamil is combined with Imidapril.",TBD,0.0
Imidapril,Hydrochlorothiazide,ACEI,Diuretic,Error,Error: Could not find or click the 'Check Interactions' button with selector: #interaction_list > div > a,Moderate,"DESCRIPTION

The therapeutic efficacy of Imidapril can be increased when used in combination with Hydrochlorothiazide.",TBD,0.0
Imidapril,Indapamide,ACEI,Diuretic,Error,Error: Could not find or click the 'Check Interactions' button with selector: #interaction_list > div > a,Moderate,"DESCRIPTION

The therapeutic efficacy of Indapamide can be increased when used in combination with Imidapril.",TBD,0.0
Imidapril,Amiloride,ACEI,Diuretic,Error,Error: Could not find or click the 'Check Interactions' button with selector: #interaction_list > div > a,Error,Error: Could not find or click the 'Check Interactions' button: Could not find Check Interactions button with any known selector,TBD,0.0
Candesartan,Irbesartan,ARB,ARB,,No drug-drug interactions found,Moderate,"DESCRIPTION

The risk or severity of renal failure, hypotension, and hyperkalemia can be increased when Irbesartan is combined with Candesartan.",TBD,0.0
Candesartan,Losartan,ARB,ARB,,No drug-drug interactions found,Moderate,"DESCRIPTION

The risk or severity of renal failure, hypotension, and hyperkalemia can be increased when Losartan is combined with Candesartan.",TBD,0.0
Candesartan,Telmisartan,ARB,ARB,,No drug-drug interactions found,Moderate,"DESCRIPTION

The risk or severity of renal failure, hypotension, and hyperkalemia can be increased when Telmisartan is combined with Candesartan.",TBD,0.0
Candesartan,Valsartan,ARB,ARB,,No drug-drug interactions found,Moderate,"DESCRIPTION

The risk or severity of renal failure, hypotension, and hyperkalemia can be increased when Valsartan is combined with Candesartan.",TBD,0.0
Candesartan,Olmesartan,ARB,ARB,,No drug-drug interactions found,Moderate,"DESCRIPTION

The risk or severity of renal failure, hypotension, and hyperkalemia can be increased when Olmesartan is combined with Candesartan.",TBD,0.0
Candesartan,Acebutolol,ARB,Beta-Blocker,,No drug-drug interactions found,Minor,"DESCRIPTION

Acebutolol may increase the hypotensive activities of Candesartan.",TBD,0.0
Candesartan,Atenolol,ARB,Beta-Blocker,,No drug-drug interactions found,Minor,"DESCRIPTION

Atenolol may increase the hypotensive activities of Candesartan.",TBD,0.0
Candesartan,Betaxolol,ARB,Beta-Blocker,,No drug-drug interactions found,Minor,"DESCRIPTION

Betaxolol may increase the hypotensive activities of Candesartan.",TBD,0.0
Candesartan,Bisoprolol,ARB,Beta-Blocker,,No drug-drug interactions found,Minor,"DESCRIPTION

Bisoprolol may increase the hypotensive activities of Candesartan.",TBD,0.0
Candesartan,Metoprolol,ARB,Beta-Blocker,,No drug-drug interactions found,Minor,"DESCRIPTION

Metoprolol may increase the hypotensive activities of Candesartan.",TBD,0.0
Candesartan,Nebivolol,ARB,Beta-Blocker,,No drug-drug interactions found,Minor,"DESCRIPTION

Nebivolol may increase the hypotensive activities of Candesartan.",TBD,0.0
Candesartan,Propranolol,ARB,Beta-Blocker,,No drug-drug interactions found,Minor,"DESCRIPTION

Propranolol may increase the hypotensive activities of Candesartan.",TBD,0.0
Candesartan,Amlodipine,ARB,CCB,,No drug-drug interactions found,None,"Warning: 

There were no interactions found. It does not necessarily mean that no interactions exist.",TBD,0.0
Candesartan,Felodipine,ARB,CCB,,No drug-drug interactions found,Moderate,"DESCRIPTION

The metabolism of Candesartan can be decreased when combined with Felodipine.",TBD,0.0
Candesartan,Isradipine,ARB,CCB,,No drug-drug interactions found,Minor,"DESCRIPTION

Isradipine may increase the hypotensive activities of Candesartan.",TBD,0.0
Candesartan,Lercanidipine,ARB,CCB,Error,Error: Could not find or click the 'Check Interactions' button with selector: #interaction_list > div > a,Minor,"DESCRIPTION

Lercanidipine may increase the hypotensive activities of Candesartan.",TBD,0.0
Candesartan,Nifedipine,ARB,CCB,,No drug-drug interactions found,Minor,"DESCRIPTION

The risk or severity of hyperkalemia can be increased when Nifedipine is combined with Candesartan.",TBD,0.0
Candesartan,Diltiazem,ARB,CCB,,No drug-drug interactions found,Moderate,"DESCRIPTION

The metabolism of Diltiazem can be decreased when combined with Candesartan.",TBD,0.0
Candesartan,Verapamil,ARB,CCB,,No drug-drug interactions found,Minor,"DESCRIPTION

Verapamil may increase the hypotensive activities of Candesartan.",TBD,0.0
Candesartan,Hydrochlorothiazide,ARB,Diuretic,Error,Error: Could not find or click the 'Check Interactions' button with selector: #interaction_list > div > a,None,"Warning: 

There were no interactions found. It does not necessarily mean that no interactions exist.",TBD,0.0
Candesartan,Indapamide,ARB,Diuretic,,No drug-drug interactions found,Moderate,"DESCRIPTION

The therapeutic efficacy of Indapamide can be increased when used in combination with Candesartan.",TBD,0.0
Candesartan,Amiloride,ARB,Diuretic,Major,"Major
aMILoride  candesartan

Applies to: amiloride, candesartan

Using aMILoride together with candesartan may increase potassium levels in the blood. High levels of potassium can develop into a condition known as hyperkalemia, which in severe cases can lead to kidney failure, muscle paralysis, irregular heart rhythm, and cardiac arrest. You may be more likely to develop hyperkalemia while using these medications if you are elderly, dehydrated, or have kidney disease, diabetes, or advanced heart failure. Regular or long-term use of nonsteroidal anti-inflammatory drugs such as ibuprofen or naproxen may also increase your risk. It is important that you maintain adequate fluid intake during treatment with these medications, especially if you are using them for prolonged periods. In addition, talk to your doctor to see if you should limit consumption of potassium-rich foods such as tomatoes, raisins, figs, potatoes, lima beans, bananas, plantains, papayas, pears, cantaloupes, mangoes, and potassium-containing salt substitutes. You may need a dose adjustment or more frequent monitoring by your doctor to safely use both medications. You should seek medical attention if you experience nausea, vomiting, weakness, confusion, tingling of the hands and feet, feelings of heaviness in the legs, a weak pulse, or a slow or irregular heartbeat, as these may be symptoms of hyperkalemia. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

The risk or severity of hyperkalemia can be increased when Candesartan is combined with Amiloride.",TBD,0.0
