Drug_A_Name,Drug_B_Name,Drug_A_Class,Drug_B_Class,DrugBank_Severity,DrugBank_Text,Final_Severity,XAI_Rule_A_Mortality,XAI_Rule_B_Tolerability,XAI_Rule_C_CCB_RAAS_Combo,XAI_Rule_D_Diuretic,XAI_Rule_E_BetaBlocker,XAI_Combined_Clinical_Notes
Metoprolol,Amiloride,Beta-Blocker,Diuretic,Minor,"DESCRIPTION

The risk or severity of adverse effects can be increased when Metoprolol is combined with Amiloride.",Minor,,,,,"Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022).","[RULE E - Beta-Blocker Phenotype] Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022)."
Nebivolol,Propranolol,Beta-Blocker,Beta-Blocker,Moderate,"DESCRIPTION

Propranolol may increase the arrhythmogenic activities of Nebivolol.",Moderate,,,,,"Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022).","[RULE E - Beta-Blocker Phenotype] Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022)."
Nebivolol,Amlodipine,Beta-Blocker,CCB,,"Warning: 

There were no interactions found. It does not necessarily mean that no interactions exist.",NoInteraction,,,,,"Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022).","[RULE E - Beta-Blocker Phenotype] Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022)."
Nebivolol,Felodipine,Beta-Blocker,CCB,Moderate,"DESCRIPTION

Felodipine may increase the arrhythmogenic activities of Nebivolol.",Moderate,,,,,"Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022).","[RULE E - Beta-Blocker Phenotype] Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022)."
Nebivolol,Isradipine,Beta-Blocker,CCB,Moderate,"DESCRIPTION

Isradipine may increase the arrhythmogenic activities of Nebivolol.",Moderate,,,,,"Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022).","[RULE E - Beta-Blocker Phenotype] Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022)."
Nebivolol,Lercanidipine,Beta-Blocker,CCB,Moderate,"DESCRIPTION

Lercanidipine may increase the arrhythmogenic activities of Nebivolol.",Moderate,,,,,"Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022).","[RULE E - Beta-Blocker Phenotype] Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022)."
Nebivolol,Nifedipine,Beta-Blocker,CCB,Moderate,"DESCRIPTION

The risk or severity of congestive heart failure and hypotension can be increased when Nifedipine is combined with Nebivolol.",Moderate,,,,,"Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022).","[RULE E - Beta-Blocker Phenotype] Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022)."
Nebivolol,Diltiazem,Beta-Blocker,CCB,Moderate,"DESCRIPTION

Diltiazem may increase the arrhythmogenic activities of Nebivolol.",Moderate,,,,,"Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022).","[RULE E - Beta-Blocker Phenotype] Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022)."
Nebivolol,Verapamil,Beta-Blocker,CCB,Moderate,"DESCRIPTION

The risk or severity of adverse effects can be increased when Verapamil is combined with Nebivolol.",Moderate,,,,,"Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022).","[RULE E - Beta-Blocker Phenotype] Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022)."
Nebivolol,Hydrochlorothiazide,Beta-Blocker,Diuretic,,"Warning: 

There were no interactions found. It does not necessarily mean that no interactions exist.",NoInteraction,,,,"Clinical Note: Hydrochlorothiazide (HCTZ) has inferior cardiovascular protection compared to Indapamide. Meta-analyses show HCTZ fails to significantly reduce mortality, stroke, or heart failure. Consider switching to Indapamide for superior outcomes (Source: Roush et al., 2015; Mishra, 2016; Burnier et al., 2019).","Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022).","[RULE D - Diuretic Efficacy] Clinical Note: Hydrochlorothiazide (HCTZ) has inferior cardiovascular protection compared to Indapamide. Meta-analyses show HCTZ fails to significantly reduce mortality, stroke, or heart failure. Consider switching to Indapamide for superior outcomes (Source: Roush et al., 2015; Mishra, 2016; Burnier et al., 2019).

[RULE E - Beta-Blocker Phenotype] Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022)."
Nebivolol,Indapamide,Beta-Blocker,Diuretic,Moderate,"DESCRIPTION

The therapeutic efficacy of Indapamide can be increased when used in combination with Nebivolol.",Moderate,,,,"Clinical Note: Indapamide is prioritized over Hydrochlorothiazide (HCTZ) because meta-analyses demonstrate it significantly reduces all-cause mortality, stroke, and heart failure, whereas HCTZ fails to consistently show these benefits and offers inferior 24-hour blood pressure control (Source: Roush et al., 2015; Mishra, 2016; Burnier et al., 2019).","Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022).","[RULE D - Diuretic Efficacy] Clinical Note: Indapamide is prioritized over Hydrochlorothiazide (HCTZ) because meta-analyses demonstrate it significantly reduces all-cause mortality, stroke, and heart failure, whereas HCTZ fails to consistently show these benefits and offers inferior 24-hour blood pressure control (Source: Roush et al., 2015; Mishra, 2016; Burnier et al., 2019).

[RULE E - Beta-Blocker Phenotype] Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022)."
Nebivolol,Amiloride,Beta-Blocker,Diuretic,Minor,"DESCRIPTION

The risk or severity of adverse effects can be increased when Amiloride is combined with Nebivolol.",Minor,,,,,"Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022).","[RULE E - Beta-Blocker Phenotype] Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022)."
